lat;lon;status;closed;name;addr;town;county;postcode;prev;img;url;gsv
51.3045270193;-0.439136627;open;;Black Swan;Old Lane;Martyrs Green;Surrey;KT11 1NG;;https://whatpub.com/img/KIN/6913/black-swan-martyrs-green/298/224/22184;https://whatpub.com/pubs/KIN/6913/black-swan-martyrs-green;https://www.google.co.uk/maps/@51.3043725,-0.4395486,3a,49.5y,59.81h,98.11t/data=!3m7!1e1!3m5!1shNaimCnjYqTheyzOOefqzg!2e0!6s%2F%2Fgeo1.ggpht.com%2Fcbk%3Fpanoid%3DhNaimCnjYqTheyzOOefqzg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D119.385956%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
51.3167950085;-0.3625971106;open;;Woodlands Park Hotel;Woodlands Lane;Stoke D'Abernon;Surrey;KT11 3QB;;https://whatpub.com/img/KIN/7124/woodlands-park-hotel-stoke-dabernon/298/224/42536;https://whatpub.com/pubs/KIN/7124/woodlands-park-hotel-stoke-dabernon;https://www.google.co.uk/maps/@51.3171709,-0.3633404,3a,57.3y,146.45h,95.89t/data=!3m6!1e1!3m4!1srZIFRU3Q2-CuU1MxmNGnHw!2e0!7i13312!8i6656
51.3208048238;-0.3864593817;open;;Old Plough;2 Station Road;Stoke D'Abernon;;KT11 3BN;;https://whatpub.com/img/KIN/7038/old-plough-stoke-dabernon/298/224/42535;https://whatpub.com/pubs/KIN/7038/old-plough-stoke-dabernon;https://www.google.co.uk/maps/@51.3206335,-0.3864253,3a,50.1y,361.29h,89.14t/data=!3m6!1e1!3m4!1sTXaJCsJYJY5DatPLsgb-uA!2e0!7i13312!8i6656
51.3119834362;-0.4108393206;open;;Cricketers;Downside Common, Downside Road;Downside;Surrey;KT11 3NX;;https://whatpub.com/img/KIN/6943/cricketers-downside/298/224/22182;https://whatpub.com/pubs/KIN/6943/cricketers-downside;
51.3217007821;-0.4125304534;open;;Plough;Plough Lane;Downside;Surrey;KT11 3LT;;https://whatpub.com/img/KIN/7050/plough-downside/298/224/22183;https://whatpub.com/pubs/KIN/7050/plough-downside;https://www.google.co.uk/maps/@51.3218979,-0.4122748,3a,49.2y,220.97h,95.48t/data=!3m6!1e1!3m4!1sx81d0EywBWV9No6AvHWEiA!2e0!7i13312!8i6656
51.3245595178;-0.4014931633;open;;Running Mare;45 Tilt Road;Cobham;Surrey;KT11 3EZ;;https://whatpub.com/img/KIN/7085/running-mare-cobham/298/224/42841;https://whatpub.com/pubs/KIN/7085/running-mare-cobham;https://www.google.co.uk/maps/@51.3246824,-0.4013756,3a,75y,210.36h,93.21t/data=!3m6!1e1!3m4!1slf23SeLmrSiTR0SOHZhxYQ!2e0!7i13312!8i6656
51.3271013047;-0.4092635228;food;;Old Bear;Riverhill;Cobham;;KT11 3DX;;https://whatpub.com/img/KIN/7033/old-bear-cobham/298/224/42840;https://whatpub.com/pubs/KIN/7033/old-bear-cobham;https://www.google.co.uk/maps/@51.3269248,-0.409318,3a,60.1y,15.67h,90.69t/data=!3m7!1e1!3m5!1shdLOOW-vNyUQ78r3pAM9tg!2e0!6s%2F%2Fgeo2.ggpht.com%2Fcbk%3Fpanoid%3DhdLOOW-vNyUQ78r3pAM9tg%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D87.66954%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656
;;dead;;Cedar House Riverside Grill;Mill Road;Cobham;;KT11 3AL;;https://whatpub.com/img/KIN/6933/cedar-house-riverside-grill-cobham/298/224/42837;https://whatpub.com/pubs/KIN/6933/cedar-house-riverside-grill-cobham;
;;;;;;;;;;;;
51.3116766194;-0.2435982254;food;;Tattenham Corner;Tattenham Corner Road;Tattenham Corner;Surrey;KT18 5NY;;https://whatpub.com/img/REI/153/tattenham-corner-tattenham-corner/298/224/1;https://whatpub.com/pubs/REI/153/tattenham-corner-tattenham-corner;https://www.google.co.uk/maps/@51.3117801,-0.2443657,3a,32.2y,108.04h,93.11t/data=!3m6!1e1!3m4!1sfLZLUkoc3c2DZN0oxnaEZg!2e0!7i13312!8i6656
51.3131151238;-0.258286002;food;;Rubbing House;The Downs;Epsom Downs;Surrey;KT18 5LJ;;https://whatpub.com/img/KIN/7080/rubbing-house-epsom-downs/298/224/42527;https://whatpub.com/pubs/KIN/7080/rubbing-house-epsom-downs;https://www.google.co.uk/maps/@51.3132928,-0.257908,3a,53.7y,230.06h,91.77t/data=!3m6!1e1!3m4!1syaHC4je8S7euzKJvT4Nq5w!2e0!7i13312!8i6656
51.3145720238;-0.2546435608;open;;Derby Arms;The Downs;Epsom Downs;Surrey;KT18 5LE;;https://whatpub.com/img/KIN/6947/derby-arms-epsom-downs/298/224/22114;https://whatpub.com/pubs/KIN/6947/derby-arms-epsom-downs;https://www.google.co.uk/maps/@51.3144669,-0.2545047,3a,75y,298.32h,87.03t/data=!3m7!1e1!3m5!1slHIWb1J9AqUwDMM_qOwZEw!2e0!5s20160901T000000!7i13312!8i6656
51.2797203065;-0.2744932486;open;;Cock Inn;Church Lane;Headley;Surrey;KT18 6LE;Headley Hills|Cock Horse;https://whatpub.com/img/KIN/6939/cock-inn-headley/298/224/88284;https://whatpub.com/pubs/KIN/6939/cock-inn-headley;https://www.google.co.uk/maps/@51.2798288,-0.2747511,3a,75y,118.39h,95.8t/data=!3m6!1e1!3m4!1sDPaP2b8mN3N4Ukqx03bpYQ!2e0!7i13312!8i6656
;;bone;1958;Clermont ;Tot Hill ;Headley;Surrey;;;;http://www.closedpubs.co.uk/surrey/headley_clermont.html;
;;;;;;;;;;;;
51.286552526;-0.2286261334;open;;Blue Anchor;Dorking Road;Tadworth;Surrey;KT20 5SL;;https://whatpub.com/img/REI/367/blue-anchor-tadworth/298/224/1;https://whatpub.com/pubs/REI/367/blue-anchor-tadworth;https://www.google.co.uk/maps/@51.2862912,-0.2282448,3a,28.1y,316.69h,95.41t/data=!3m6!1e1!3m4!1s477NkTBa2DCONS2ZcZt4JQ!2e0!7i13312!8i6656
51.2872889526;-0.2278845026;open;;Duke's Head;Dorking Road;Tadworth;Surrey;KT20 5SL;;https://whatpub.com/img/REI/368/dukes-head-tadworth/298/224/1;https://whatpub.com/pubs/REI/368/dukes-head-tadworth;https://www.google.co.uk/maps/@51.2870795,-0.2276488,3a,50.7y,337.35h,86.8t/data=!3m6!1e1!3m4!1sTbUlKF0p3-jWufPUZI3JWQ!2e0!7i13312!8i6656
51.2909046525;-0.2261142446;food;;Inn on the Green;Dorking Road;Tadworth;Surrey;KT20 5RX;Bricklayer's Arms|Tumble Beacon;https://whatpub.com/img/REI/369/inn-on-the-green-tadworth/298/224/1;https://whatpub.com/pubs/REI/369/inn-on-the-green-tadworth;https://www.google.co.uk/maps/@51.290972,-0.2257829,3a,53.5y,257.4h,91.73t/data=!3m6!1e1!3m4!1sjPiAeMlOVccxfkiuU1wIMg!2e0!7i13312!8i6656
51.3064268693;-0.2204722193;gone;late 1990s;Surrey Yeoman;Reigate Road;Burgh Heath;Surrey;KT20 5NT;;;https://whatpub.com/pubs/REI/36/surrey-yeoman-burgh-heath;https://www.google.co.uk/maps/@51.3063236,-0.2206465,3a,90y,55.71h,89.18t/data=!3m6!1e1!3m4!1sHmsvENyr-BNq4EJfyyRkwA!2e0!7i13312!8i6656
;;bone;1969;Sheepshearers Arms ;;Burgh Heath;Surrey;;;http://www.surreymirror.co.uk/images/localworld/ugc-images/275797/Article/images/19474856/5017830-large.jpg;http://www.closedpubs.co.uk/surrey/burghheath_sheepshearersarms.html;
51.3040038333;-0.219459684;open;;Heathside;Brighton Road;Burgh Heath;Surrey;KT20 6BW;;https://whatpub.com/img/REI/35/heathside-burgh-heath/298/224/1;https://whatpub.com/pubs/REI/35/heathside-burgh-heath;https://www.google.co.uk/maps/@51.3042037,-0.2198354,3a,88.2y,127.71h,94.09t/data=!3m6!1e1!3m4!1sBD855XtxbnsTFwEHXb56Vw!2e0!7i13312!8i6656
51.2949636934;-0.2126428498;open;;Kingswood Arms;Waterhouse Lane;Kingswood;Surrey;KT20 6EB;;https://whatpub.com/img/REI/217/kingswood-arms-kingswood/298/224/1000001;https://whatpub.com/pubs/REI/217/kingswood-arms-kingswood;https://www.google.co.uk/maps/@51.2948533,-0.2125947,3a,90y,349.5h,95.15t/data=!3m6!1e1!3m4!1s-1zDupSeiyiJYn5onzNFKA!2e0!7i13312!8i6656
51.2699202322;-0.2111636116;open;;Fox on the Hill;Brighton Road;Lower Kingswood;Surrey;KT20 6SU;Fox Hotel|Fox ;https://whatpub.com/img/REI/242/fox-on-the-hill-lower-kingswood/298/224/1;https://whatpub.com/pubs/REI/242/fox-on-the-hill-lower-kingswood;https://www.google.co.uk/maps/@51.2698678,-0.2113305,3a,90y,71.42h,91.92t/data=!3m6!1e1!3m4!1sXGWTQp2d3tHZLhMtAQn3Kw!2e0!7i13312!8i6656
51.2642998305;-0.2132208659;gone;2005;Mint Arms;83 Buckland Road;Lower Kingswood;Surrey;KT20 7EF;;https://whatpub.com/img/REI/243/mint-arms-lower-kingswood/298/224/1;https://whatpub.com/pubs/REI/243/mint-arms-lower-kingswood;https://www.google.co.uk/maps/@51.2645415,-0.2133211,3a,75y,157.67h,97.84t/data=!3m7!1e1!3m5!1sEClDEQozomC3khQvVU6TlQ!2e0!5s20120901T000000!7i13312!8i6656
51.2641613676;-0.2243882431;open;;Sportsman;Mogador Road;Mogador;Surrey;KT20 7ES;;https://whatpub.com/img/REI/253/sportsman-mogador/298/224/1;https://whatpub.com/pubs/REI/253/sportsman-mogador;https://www.google.co.uk/maps/@51.2640785,-0.2244762,3a,75y,41.81h,88.15t/data=!3m6!1e1!3m4!1soiHP_oegN4chcI0_pC3nWg!2e0!7i13312!8i6656
51.2808804714;-0.2491986765;open;;Chequers;Chequers Lane;Walton-on-the- Hill;Surrey;KT20 7SF;;https://whatpub.com/img/REI/377/chequers-walton-on-the--hill/298/224/1000001;https://whatpub.com/pubs/REI/377/chequers-walton-on-the--hill;https://www.google.co.uk/maps/@51.280879,-0.249492,3a,75y,90.27h,95.1t/data=!3m6!1e1!3m4!1sISPv9sD_iyHvqmnzZV69BA!2e0!7i13312!8i6656
51.2831361239;-0.2460296466;open;;Fox & Hounds;Walton Street;Walton-on-the- Hill;Surrey;KT20 7RU;;https://whatpub.com/img/REI/378/fox-hounds-walton-on-the--hill/298/224/1;https://whatpub.com/pubs/REI/378/fox-hounds-walton-on-the--hill;https://www.google.co.uk/maps/@51.2830729,-0.2458681,3a,75y,310.47h,87.14t/data=!3m6!1e1!3m4!1seOVMJSwyIYF7ANHDsOdx2Q!2e0!7i13312!8i6656
51.2834741686;-0.2411359562;open;;Blue Ball;Deans Lane;Walton-on-the- Hill;Surrey;KT20 7UE;;https://whatpub.com/img/REI/376/blue-ball-walton-on-the--hill/298/224/1;https://whatpub.com/pubs/REI/376/blue-ball-walton-on-the--hill;https://www.google.co.uk/maps/@51.2836223,-0.2409512,3a,75y,220.85h,88.93t/data=!3m6!1e1!3m4!1sj-IYj66h-W4sZw9mivsB_g!2e0!7i13312!8i6656
51.2872705001;-0.2423898889;open;;Bell;Withybed Corner;Walton-on-the- Hill;Surrey;KT20 7UJ;;https://whatpub.com/img/REI/375/bell-walton-on-the--hill/298/224/1;https://whatpub.com/pubs/REI/375/bell-walton-on-the--hill;
51.2543630106;-0.2776689841;open;;Tree on Box Hill;Boxhill Road;Boxhill;Surrey;KT20 7PS;Hand in Hand ;https://whatpub.com/img/REI/29/tree-on-box-hill-boxhill/298/224/1;https://whatpub.com/pubs/REI/29/tree-on-box-hill-boxhill;https://www.google.co.uk/maps/@51.2541397,-0.2775382,3a,58.4y,348.44h,93.03t/data=!3m6!1e1!3m4!1s3i9md1wr9Myl7lK9zMUQ8w!2e0!7i13312!8i6656
;;;;;;;;;;;;
51.3091532584;-0.2996657796;open;;Leg of Mutton & Cauliflower;48 The Street;Ashtead;Surrey;KT21 1AZ;;https://whatpub.com/img/KIN/7009/leg-of-mutton-cauliflower-ashtead/298/224/1999823;https://whatpub.com/pubs/KIN/7009/leg-of-mutton-cauliflower-ashtead;https://www.google.co.uk/maps/@51.3092343,-0.2998574,3a,52.3y,106.99h,90.7t/data=!3m6!1e1!3m4!1sXKZ1B_jgwtc3PkbrKJEbOg!2e0!7i13312!8i6656
51.309377097;-0.2999930091;open;;Brewery Inn;15 The Street;Ashtead;Surrey;KT21 2AD;;https://whatpub.com/img/KIN/6920/brewery-inn-ashtead/298/224/22642;https://whatpub.com/pubs/KIN/6920/brewery-inn-ashtead;https://www.google.co.uk/maps/@51.3093157,-0.2997029,3a,33.4y,289.66h,90.47t/data=!3m6!1e1!3m4!1sHvrpYaz-XLFvndWg4re55Q!2e0!7i13312!8i6656
51.3143012684;-0.307991357;open;;Woodman;238 Barnett Wood Lane;Ashtead;Surrey;KT21 2DA;;https://whatpub.com/img/KIN/7125/woodman-ashtead/298/224/26153;https://whatpub.com/pubs/KIN/7125/woodman-ashtead;https://www.google.co.uk/maps/@51.3145381,-0.3080118,3a,43.9y,184.04h,91.98t/data=!3m6!1e1!3m4!1ssSYgPC4zyBrbInmoRALtEw!2e0!7i13312!8i6656
;;;;;;;;;;;;
51.3281722825;-0.3548710062;open;;Bear;Leatherhead Road;Oxshott;Surrey;KT22 0JE;;https://whatpub.com/img/KIN/6906/bear-oxshott/298/224/22186;https://whatpub.com/pubs/KIN/6906/bear-oxshott;
51.3318580814;-0.3564199812;open;;Victoria;High Street;Oxshott;Surrey;KT22 0JR;;https://whatpub.com/img/KIN/7110/victoria-oxshott/298/224/2005679;https://whatpub.com/pubs/KIN/7110/victoria-oxshott;
51.3268163768;-0.327664019;food;;Star;Leatherhead Road;Leatherhead Common;Surrey;KT22 0DP;;https://whatpub.com/img/KIN/7097/star-leatherhead-common/298/224/26335;https://whatpub.com/pubs/KIN/7097/star-leatherhead-common;
51.302935645;-0.3298366083;open;;Plough;93 Kingston Road;Leatherhead;Surrey;KT22 7SP;;https://whatpub.com/img/KIN/7049/plough-leatherhead/298/224/42530;https://whatpub.com/pubs/KIN/7049/plough-leatherhead;
51.3086577918;-0.3325261927;limbo;;Royal Oak;265 Kingston Road;Leatherhead;Surrey;KT22 7PJ;;https://whatpub.com/img/KIN/7077/royal-oak-leatherhead/298/224/42531;https://whatpub.com/pubs/KIN/7077/royal-oak-leatherhead;
51.3024971272;-0.3298902525;gone;2002;Railway Arms ;85 Kingston Road ;Leatherhead;Surrey;KT22 7SP ;;;http://www.closedpubs.co.uk/surrey/leatherhead_railwayarms.html;https://www.google.co.uk/maps/@51.3024231,-0.329653,3a,75y,297.7h,87.07t/data=!3m6!1e1!3m4!1sSYz5Aan8vd9txAiO3mi4nQ!2e0!7i13312!8i6656
51.2954911747;-0.3301182403;open;;Penny Black;5 North Street;Leatherhead;Surrey;KT22 7AX;;https://whatpub.com/img/KIN/7047/penny-black-leatherhead/298/224/52618;https://whatpub.com/pubs/KIN/7047/penny-black-leatherhead;
51.2944047575;-0.3320366896;open;;Running Horse;38 Bridge Street;Leatherhead;Surrey;KT22 8BZ;;https://whatpub.com/img/KIN/7083/running-horse-leatherhead/298/224/22127;https://whatpub.com/pubs/KIN/7083/running-horse-leatherhead;
51.2953293249;-0.3275205208;open;;Edmund Tylney;30-34 High Street;Leatherhead;Surrey;KT22 8AW;;https://whatpub.com/img/KIN/6956/edmund-tylney-leatherhead/298/224/40246;https://whatpub.com/pubs/KIN/6956/edmund-tylney-leatherhead;
51.2955951607;-0.3270283355;open;;Duke’s Head;57 High Street;Leatherhead;Surrey;KT22 8AG;;https://whatpub.com/img/KIN/6954/dukes-head-leatherhead/298/224/40245;https://whatpub.com/pubs/KIN/6954/dukes-head-leatherhead;
;;bone;;Blue Bird ;53-55 High Street ;Leatherhead;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/leatherhead_bluebird.jpg;http://www.closedpubs.co.uk/surrey/leatherhead_bluebird.html;
;;bone;1925;Bull Hotel ;41 North Street ;Leatherhead;Surrey;;;;http://www.closedpubs.co.uk/surrey/leatherhead_bull.html;
51.2958316451;-0.3314781216;gone;1990s ;New Bull ;41 North Street ;Leatherhead;Surrey;;;;http://www.closedpubs.co.uk/surrey/leatherhead_newbull.html;
;;bone;1960s ;King’s Head ;High Street ;Leatherhead;Surrey;;;;http://www.closedpubs.co.uk/surrey/leatherhead_kingshead.html;
;;bone;;Prince of Wales ;Lower Fairfield Road ;Leatherhead;Surrey;;;;;
;;bone;;Swan Hotel ;High Street ;Leatherhead;Surrey;;;;http://www.closedpubs.co.uk/surrey/leatherhead_swan.html;
51.2911319348;-0.3548602773;open;;Bell;Bell Lane;Fetcham;Surrey;KT22 9ND;;https://whatpub.com/img/KIN/6908/bell-fetcham/298/224/22121;https://whatpub.com/pubs/KIN/6908/bell-fetcham;
;;;;;;;;;;;;
51.2787849389;-0.3876771046;open;;Olde Windsor Castle;Little Bookham Street;Little Bookham;Surrey;KT23 3AA;;https://whatpub.com/img/KIN/7042/olde-windsor-castle-little-bookham/200/150;https://whatpub.com/pubs/KIN/7042/olde-windsor-castle-little-bookham;
51.289647452;-0.3901487616;open;;Bookham Grange Hotel;Little Bookham Common;Little Bookham;Surrey;KT23 3HS;;https://whatpub.com/img/KIN/6918/bookham-grange-hotel-little-bookham/298/224/42532;https://whatpub.com/pubs/KIN/6918/bookham-grange-hotel-little-bookham;
;;bone;;Fox & Hounds ;;Little Bookham;Surrey;;;;http://www.closedpubs.co.uk/surrey/littlebookham_foxhounds.html;
51.2762966854;-0.3874424127;gone;;Preston Cross Hotel & Country Club;Rectory Lane;Great Bookham;Surrey;KT23 4DY;;https://whatpub.com/img/KIN/7055/preston-cross-hotel-country-club-great-bookham/298/224/22124;https://whatpub.com/pubs/KIN/7055/preston-cross-hotel-country-club-great-bookham;
51.2786565861;-0.373722241;open;;Royal Oak;16 High Street;Great Bookham;Surrey;KT23 4AG;;https://whatpub.com/img/KIN/7078/royal-oak-great-bookham/200/150;https://whatpub.com/pubs/KIN/7078/royal-oak-great-bookham;
51.2791804797;-0.3738194711;open;;Old Crown;1 High Street;Great Bookham;Surrey;KT23 4AA;;https://whatpub.com/img/KIN/7035/old-crown-great-bookham/298/224/22123;https://whatpub.com/pubs/KIN/7035/old-crown-great-bookham;https://www.google.co.uk/maps/@51.2792653,-0.3740479,3a,75y,101.94h,90.2t/data=!3m6!1e1!3m4!1sctZMN4V0sswOhDaJdo0dVw!2e0!7i13312!8i6656
51.2816387986;-0.3683484352;open;;Anchor;161 Lower Road;Great Bookham;Surrey;KT23 4AH;;https://whatpub.com/img/KIN/6892/anchor-great-bookham/298/224/22122;https://whatpub.com/pubs/KIN/6892/anchor-great-bookham;
;;bone;;Childs Hall ;Lower Road ;Great Bookham;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/greatbookham_childshall.jpg;http://www.closedpubs.co.uk/surrey/greatbookham_childshall.html;
;;bone;;King’s Arms ;Church Street ;Great Bookham;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/greatbookham_kingsarms.jpg;http://www.closedpubs.co.uk/surrey/greatbookham_kingsarms.html;
;;bone;;Saracen & Ring ;;Great Bookham;Surrey;;White Hart ;http://www.closedpubs.co.uk/surrey/pics/greatbookham_saracenring.jpg;http://www.closedpubs.co.uk/surrey/greatbookham_saracenring.html;
;;;;;;;;;;;;
51.2726353667;-0.4018566026;open;;Plough Inn;Orestan Lane;Effingham ;Surrey;KT24 5SW ;;;https://whatpub.com/pubs/SHB/440/plough-inn-effingham;
51.2722284424;-0.4001721753;open;;Sir Douglas Haig;The Street;Effingham ;Surrey;KT24 5LU;;https://whatpub.com/img/SHB/573/sir-douglas-haig-effingham/200/150;https://whatpub.com/pubs/SHB/573/sir-douglas-haig-effingham;
;;bone;;Blacksmith’s Arms ;Church Street ;Effingham ;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/effingham_blacksmithsarms.jpg;http://www.closedpubs.co.uk/surrey/effingham_blacksmithsarms.html;
;;bone;1904;Prince Blucher ;;Effingham ;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/effingham_princeblucher.jpg;http://www.closedpubs.co.uk/surrey/effingham_princeblucher.html;
;;gone;;Lord Howard;Forest Road;Effingham Junction;Surrey;KT24 5HL;;;https://whatpub.com/pubs/SHB/374/lord-howard-effingham-junction;
51.2628975598;-0.4317216589;open;;Duke of Wellington;Guildford Road;East Horsley;Surrey;KT24 6AA;;https://whatpub.com/img/SHB/181/duke-of-wellington-east-horsley/200/150;https://whatpub.com/pubs/SHB/181/duke-of-wellington-east-horsley;
;;gone;1989;Railway Hotel ;Ockham Road ;East Horsley;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/easthorsley_railway.jpg;http://www.closedpubs.co.uk/surrey/easthorsley_railway.html;
51.2651457038;-0.45654148;open;;King William IV;83 The Street;West Horsley;Surrey;KT24 6BG;;https://whatpub.com/img/SHB/350/king-william-iv-west-horsley/200/150;https://whatpub.com/pubs/SHB/350/king-william-iv-west-horsley;
51.2707886564;-0.4539464428;open;;Barley Mow;181 The Street;West Horsley;Surrey;KT24 6HR;;https://whatpub.com/img/SHB/39/barley-mow-west-horsley/200/150;https://whatpub.com/pubs/SHB/39/barley-mow-west-horsley;
;;bone;1860;Red Lion ;Cranmore Lane ;West Horsley;Surrey;;;;http://www.closedpubs.co.uk/surrey/westhorsley_redlion.html;
;;;;;;;;;;;;
;;open;;Well House Inn;Chipstead Lane;Mugswell;Surrey;CR5 3SQ;;https://whatpub.com/img/REI/255/well-house-inn-mugswell/298/224/1;https://whatpub.com/pubs/REI/255/well-house-inn-mugswell;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
51.2301902877;-0.3372782761;gone;1986;Arundel Arms;22 Howard Road;Dorking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/dorking_arundelarms.JPG|https://whatpub.com/img/REI/82/arundel-arms-dorking/298/224/1;https://whatpub.com/pubs/REI/82/arundel-arms-dorking;
51.2326516027;-0.3307128345;bone;;Black Horse;29 High Street;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_blackhorse.html;
51.2318894098;-0.3321433458;bone;;George Inn;High Street;Dorking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/dorking_george.jpg;http://www.closedpubs.co.uk/surrey/dorking_george.html;
51.2318654999;-0.3332627962;bone;;Gun Inn;1 North Street;Dorking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/dorking_gun.jpg;http://www.closedpubs.co.uk/surrey/dorking_gun.html;
51.2317958091;-0.3330589403;bone;;Old King's Head;26 North Street;Dorking;Surrey;;;;;
51.231662558;-0.3332143683;bone;;Queen's Arms;West Street;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_queensarms.html;
51.2328568746;-0.3294574128;bone;1950s;Ram Inn;68 High Street;Dorking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/dorking_ram.jpg;http://www.closedpubs.co.uk/surrey/dorking_ram.html;
51.2321679577;-0.3310797575;bone;1964;Red Lion Hotel;81 High Street;Dorking;Surrey;;Cardinal's Cap;;http://www.closedpubs.co.uk/surrey/dorking_redlion.html;
51.2319296488;-0.331668372;bone;;Rock;89 High Street;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_rock.html;
51.2316085409;-0.3344837995;bone;;Rose & Crown;10 West Street;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_rosecrown.html;
51.2324218383;-0.3311449684;bone;1971;Sun;26 High Street;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_sun.html;
51.2325007418;-0.3310035618;bone;c1950;Three Tuns Inn;27 High Street;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_threetuns.html;
51.2317886524;-0.3323750841;bone;;Wheatsheaf;8 High Street;Dorking;Surrey;;;http://www.closedpubs.co.uk/surrey/pics/dorking_wheatsheaf.jpg;http://www.closedpubs.co.uk/surrey/dorking_wheatsheaf.html;
51.2314129224;-0.3333008616;bone;;White Lion;78 South Street;Dorking;Surrey;;;;http://www.closedpubs.co.uk/surrey/dorking_whitelion.html;
